bank,path,blob_sha1,headline_status,normalized,compile_gate,compile_codes,voice_leaf_gate,fx_leaves_gate,fx_rng_gate,wavetable_leaf_gate,routing_leaves_gate,fidelity_contract_gate,essentiality_listening,fx_required,b4_prediction,slates,reasons
contributor,resources/data/patches_3rdparty/Jacky Ligon/Splits/Bass Pad + Chorus Pad.fxp,7a4829bf90f24529bbf8da10f8ae33593b753fa9,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Chorus;Conditioner;Delay;EQ;EQ;Flanger;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Splits/Bass Seq + Synth Pad.fxp,76818ffa7e28abc1aad8769c83b4803bf5f89282,unresolved,PASS,PASS,,NOT_RUN,STALE,,,NOT_RUN,STALE,,Chorus;Conditioner;Delay;Delay;EQ;Reverb 1;Reverb 2,supported,,"leaf_not_landed:fx:Conditioner(#54);leaf_not_landed:fx:Reverb 2(#58);leaf_not_landed:routing:bins1(SXT-028h#60);leaf_not_landed:routing:global2(SXT-028d#56);leaf_not_landed:routing:global3(SXT-028j#62);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Chorus(evidence hash mismatch for reports/SXT-028c/EVIDENCE.md: expected 7a64271ee76335eb6d281182f8a48304f1f1490ccfcecc1f9e68d0d0dbf70598, found a7997cc83b5a7f888e9b79ffe76b9078da5fb6e36491aa8a0d9ab2126741ad7c);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Jacky Ligon/Splits/Bright Pad + Slow String.fxp,c0ee366cc5c8259459b5011ab4ff4d90ef83f207,unresolved,PASS,PASS,,NOT_RUN,STALE,,,NOT_RUN,STALE,,Conditioner;Delay;EQ;EQ;Reverb 2,supported,,"leaf_not_landed:fx:Conditioner(#54);leaf_not_landed:fx:Reverb 2(#58);leaf_not_landed:routing:bins1(SXT-028h#60);leaf_not_landed:routing:global2(SXT-028d#56);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Jacky Ligon/Splits/Rate Mod Pad + Slow Mod Pad.fxp,bc3195913b3f8e3a6d466b73dd0520bdff630308,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported,,,,,,,,Chorus;Delay;Delay;EQ;Flanger;Phaser;Reverb 1;Reverb 2,unresolved,,scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported
contributor,resources/data/patches_3rdparty/Jacky Ligon/Splits/Reverse Pad + Swirl Pad.fxp,9751f10b268f02b076a2d48b2537c7a057ab02eb,unresolved,PASS,PASS,,NOT_RUN,STALE,,,NOT_RUN,STALE,,Conditioner;Delay;EQ;EQ;Reverb 2,supported,,"leaf_not_landed:fx:Conditioner(#54);leaf_not_landed:fx:Reverb 2(#58);leaf_not_landed:routing:bins1(SXT-028h#60);leaf_not_landed:routing:global2(SXT-028d#56);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Jacky Ligon/Splits/Soft Bass Pad + Saw Pad.fxp,99e51634a060e2ace76158728b75d8bcf1866b4d,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,NOT_RUN,STALE,,Conditioner;Delay;EQ;EQ;Reverb 2,supported,,"leaf_not_landed:fx:Conditioner(#54);leaf_not_landed:fx:Reverb 2(#58);leaf_not_landed:routing:bins1(SXT-028h#60);leaf_not_landed:routing:global2(SXT-028d#56);leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Jacky Ligon/Splits/String Bass + Resonant Pad.fxp,ce5a1e0c6029fdc87aab80fc7cb33f7efb27c867,unsupported,PASS,FAIL,oscillator_family_not_in_bundle,,,,,,,,Conditioner;Delay;EQ;EQ;Reverb 2,unsupported,,scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Strings/Bowed Psaltery.fxp,243e310f597fa6f2b3e096f099279f34d39ccf00,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Combulator;EQ;Flanger;Reverb 1;Reverb 2,unresolved,,scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Strings/Clavichord.fxp,02d768f3ab3c3e64c86b0a758e9ff460da4ce51f,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Delay;EQ;Flanger;Reverb 1,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Strings/Hammered Dulcimer.fxp,6e3953dd83db43220db2237153060d51227bc9a2,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,EQ;Flanger;Reverb 1;Reverb 2,unresolved,,scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Strings/Piano Fictions.fxp,b2e7a9c8c32e396aad2ab8e611fa14ba38c609a7,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Chorus;Conditioner;EQ;Flanger;Reverb 1;Reverb 2,unresolved,,scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Strings/Santoor.fxp,8c3f8293f0e6e4bae8c420c3637c1aebf1100026,unresolved,PASS,NO_VERDICT,mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,EQ;Reverb 1;Reverb 2,unresolved,,scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Strings/Stringed Traditions.fxp,83618a788008935cd07585ff627f5f3b7b6f7940,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Conditioner;Delay;EQ;Flanger;Reverb 1,unresolved,,scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/Alias.fxp,878cb119fce0add7f64bfc2e2ec03ea3f13d9f93,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Conditioner;Delay;EQ;Flanger;Reverb 1;Reverb 2,unresolved,,scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/Classic.fxp,c177fa9b8f9aafb7a2b9f35ccb1771279fe23b4d,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Chorus;Delay;Reverb 1;Reverb 2,supported,,"leaf_not_landed:fx:Reverb 2(#58);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Chorus(evidence hash mismatch for reports/SXT-028c/EVIDENCE.md: expected 7a64271ee76335eb6d281182f8a48304f1f1490ccfcecc1f9e68d0d0dbf70598, found a7997cc83b5a7f888e9b79ffe76b9078da5fb6e36491aa8a0d9ab2126741ad7c);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/FM2.fxp,204230938c8f465ac2770e1fbf7af0fc302e83a1,unresolved,PASS,PASS,,NOT_RUN,STALE,,,NOT_RUN,STALE,,Chorus;Conditioner;Delay;Reverb 1;Reverb 2,supported,,"leaf_not_landed:fx:Conditioner(#54);leaf_not_landed:fx:Reverb 2(#58);leaf_not_landed:routing:global2(SXT-028d#56);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Chorus(evidence hash mismatch for reports/SXT-028c/EVIDENCE.md: expected 7a64271ee76335eb6d281182f8a48304f1f1490ccfcecc1f9e68d0d0dbf70598, found a7997cc83b5a7f888e9b79ffe76b9078da5fb6e36491aa8a0d9ab2126741ad7c);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/FM3.fxp,2e5c79a949a0fc5ceb42f2821a9009e4056bc374,unresolved,PASS,PASS,,NOT_RUN,STALE,,,NOT_RUN,STALE,,Chorus;Conditioner;Delay;Reverb 1;Reverb 1;Reverb 2,supported,,"leaf_not_landed:fx:Conditioner(#54);leaf_not_landed:fx:Reverb 2(#58);leaf_not_landed:routing:global2(SXT-028d#56);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Chorus(evidence hash mismatch for reports/SXT-028c/EVIDENCE.md: expected 7a64271ee76335eb6d281182f8a48304f1f1490ccfcecc1f9e68d0d0dbf70598, found a7997cc83b5a7f888e9b79ffe76b9078da5fb6e36491aa8a0d9ab2126741ad7c);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/Modern.fxp,dc6c115e084bc9dd94a04c081f6b6d78b1e0b8f6,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Conditioner;Delay;EQ;Flanger;Reverb 1;Reverb 2,unresolved,,scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/S&H Noise.fxp,dbe327b5132bb45cb28e3ef2966d2e14b5136020,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;EQ;Flanger;Reverb 1;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/Sine.fxp,17455390e2e06da0c6025d875028bb745780dc20,unresolved,PASS,PASS,,NOT_RUN,STALE,,,NOT_RUN,STALE,,Chorus;Conditioner;Delay;Reverb 2,supported,,"leaf_not_landed:fx:Conditioner(#54);leaf_not_landed:fx:Reverb 2(#58);leaf_not_landed:routing:global2(SXT-028d#56);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Chorus(evidence hash mismatch for reports/SXT-028c/EVIDENCE.md: expected 7a64271ee76335eb6d281182f8a48304f1f1490ccfcecc1f9e68d0d0dbf70598, found a7997cc83b5a7f888e9b79ffe76b9078da5fb6e36491aa8a0d9ab2126741ad7c);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/String.fxp,00b5fcc5680103895a2c91008822d949d85c6d8e,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Combulator;Conditioner;Delay;EQ;Flanger;Reverb 1,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/Twist.fxp,fb11929d1a2e5d5f118c6408f2b82ac753760acf,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Galactic(aw49);Delay;EQ;Flanger;Reverb 1,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/Wavetable.fxp,28d21065cb68fdcc7352f3e1cfb9c745500cb159,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Conditioner;Delay;EQ;Flanger;Reverb 1;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Jacky Ligon/Templates/Window.fxp,e47d00da0273427d8cba36168b8fc1563d6f0e20,unsupported,PASS,FAIL,oscillator_family_not_in_bundle,,,,,,,,Chorus;Delay;EQ;Reverb 1;Reverb 2,unsupported,,scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/Basses/Analog Bass Imaged.fxp,176503a9c4f979b0de343b72c2a4886df3d7fc17,unresolved,PASS,NO_VERDICT,mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,,unresolved,,scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/Basses/Axel's Analog Bass.fxp,fb621325ff8d569f54cf38a2b64404847bbcee58,unresolved,PASS,NO_VERDICT,mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Delay;EQ;Phaser;Reverb 2,unresolved,,scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/Basses/Distorted Power Bass Guitar.fxp,a55c8109f6d3087290bc3a4d5a3cef24f0046dec,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,BLOCKED,,,,BLOCKED,Airwindows:Galactic(aw49);Chorus;Delay;Delay;EQ;Exciter;Tape;Waveshaper,unresolved,slate-256-balanced;slate-256-factory-lean,rng_stream_unpinnable:Tape(DR-0013;#122->#12;coverage-reduction-published);scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/Basses/Guitarp Slap Bass.fxp,b33509b73e02ce935904b33199bf19ff15af25c9,unresolved,PASS,NO_VERDICT,audio_input_dependency;effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Galactic(aw49);Chorus;Conditioner;EQ,unresolved,,scan_code:audio_input_dependency;scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/Basses/Power Buzz.fxp,d588196368386ce8840f8ab8ac8b015348c6ab19,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay;EQ;Reverb 2,supported,,"leaf_not_landed:fx:Reverb 2(#58);leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/John Valentine/Basses/Slap Bass Guitar.fxp,3a0378642827fb930915741c08b0150d80e3776f,unresolved,PASS,NO_VERDICT,audio_input_dependency;effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Galactic(aw49);Chorus;Conditioner;EQ,unresolved,,scan_code:audio_input_dependency;scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/Basses/Speaking Synth Bass.fxp,d371243d10f6590c2f7936f81ed4b1ab4eed6e55,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,BLOCKED,Airwindows:Drive(aw30);EQ;Ensemble;Reverb 2,unsupported,slate-256-balanced,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/Basses/Sweet Bass Guitar.fxp,1b11a2d36d7d93f90b8055167fe0bee7c882e62a,unresolved,PASS,NO_VERDICT,audio_input_dependency;effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Galactic(aw49);Conditioner;EQ,unresolved,,scan_code:audio_input_dependency;scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/Brass/French Horn.fxp,e540e718101a2e0782dde502ee9857865e47452f,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle;polylimit_reduction_required,,,,,,,,Airwindows:Galactic(aw49);EQ;EQ;EQ;Waveshaper,unsupported,,also_requires_edit:polylimit_reduction_required;scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle;scan_code:polylimit_reduction_required
contributor,resources/data/patches_3rdparty/John Valentine/Brass/Orchestral Brass.fxp,428ea3c23bbf949ff6ef72050c42c6045d08654f,unsupported,PASS,FAIL,effect_class_not_in_bundle;fx_instance_overflow;oscillator_family_not_in_bundle;polylimit_reduction_required,,,,,,,,Airwindows:Galactic(aw49);Airwindows:Galactic(aw49);Conditioner;EQ;EQ;EQ;EQ;EQ;Reverb 2;Waveshaper;Waveshaper,unsupported,,also_requires_edit:polylimit_reduction_required;scan_code:effect_class_not_in_bundle;scan_code:fx_instance_overflow;scan_code:oscillator_family_not_in_bundle;scan_code:polylimit_reduction_required
contributor,resources/data/patches_3rdparty/John Valentine/Brass/Trombone.fxp,e0843e7b3e429304b4b543b34aa5ff4b8eee1f9b,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle;polylimit_reduction_required,,,,,,,,Airwindows:Galactic(aw49);Conditioner;EQ;EQ;EQ;Reverb 2;Waveshaper,unsupported,,also_requires_edit:polylimit_reduction_required;scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle;scan_code:polylimit_reduction_required
contributor,resources/data/patches_3rdparty/John Valentine/Brass/Trumpet.fxp,9fb8cf3466106d2f40a0c54a487203df8333adc7,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle;polylimit_reduction_required,,,,,,,,Airwindows:Galactic(aw49);Conditioner;EQ;EQ;EQ;Reverb 2;Waveshaper,unsupported,,also_requires_edit:polylimit_reduction_required;scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle;scan_code:polylimit_reduction_required
contributor,resources/data/patches_3rdparty/John Valentine/FX/Cavern Water Drips.fxp,42ba9b0b833a07652c2dbd60dafef1a3ad0fa446,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Galactic(aw49);Reverb 2,unresolved,,scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/FX/Cicada Forest.fxp,17c031f39a861d331fd927dc1d9d416921ffcd61,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Galactic(aw49);Delay;Nimbus;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/John Valentine/FX/DTMF MF4 Telephone Dialler.fxp,7e961ed8982d7f70047f568f499f04cfd2dd1b31,unresolved,PASS,NO_VERDICT,mseg_or_formula_contents_not_exported,,,,,,,,,unresolved,,scan_code:mseg_or_formula_contents_not_exported
contributor,resources/data/patches_3rdparty/John Valentine/FX/Distant Thunder Rumble.fxp,875eae5fecc54585bf6efe41ba0040a306240f07,unresolved,PASS,NO_VERDICT,airwindows_algorithm_not_selected;effect_class_not_in_bundle;fx_instance_overflow;mseg_or_formula_contents_not_exported;send_levels_not_exported,,,,,,,,Airwindows:Galactic(aw49);Airwindows:Galactic(aw49);Airwindows:Galactic(aw49);Airwindows:Melt(aw23);Conditioner;EQ;Flanger;Freq Shift;Reverb 2,unresolved,,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle;scan_code:fx_instance_overflow;scan_code:mseg_or_formula_contents_not_exported;scan_code:send_levels_not_exported
